"V1" "V2" "V3" "V4" "V5"
"1" 41.5049009586431 7.05086127293352 -3.80493526884321 8.55889581054712 5.80998047063211
"2" -5.25073209506256 -20.0698295802074 1.13729191792679 11.4932930861186 8.16369659111034
"3" 29.2192094206974 24.8387315581351 -5.55642078955097 -13.0882836343226 -12.7658248663656
"4" -13.7116414874412 -68.9078739885181 29.579539160052 41.6179542296941 -25.2328983303231
"5" 25.2206736509207 27.0183256135442 -12.5536192559831 36.1277157594759 -2.674366133674
"6" 22.6263213594067 15.5207142680766 23.9733755531819 5.52432272669623 16.3404308777883
"7" 28.2064282293644 5.44700203372406 -43.1009439924456 27.1650376041843 48.1952511884416
"8" 30.673435278617 -21.1700221947681 -21.126816585967 -8.3945984719156 -2.69120702287205
"9" 9.70476774558539 -18.5498435782544 -15.7701725579718 4.0306624082735 9.47310634437588
"10" -2.29775553221912 -36.9195620130355 -33.0126901744176 2.58349944776321 2.21439248313313
"11" 46.4932982769516 4.8392765471518 19.6823043068072 8.41099904890923 9.06497085999153
"12" 19.057483237496 22.2957640602063 1.55338080964467 2.34461957274404 15.1612148571811
"13" 60.1565073356198 26.0145826526925 30.4718962961462 -4.64435464356473 11.9741177354534
"14" -11.4219190370597 9.81071387964314 -7.5979145992056 58.6301751389497 10.9977588412098
"15" 19.0179631879527 -1.79358835912379 -1.46892187055418 -12.3322583662408 -15.3371016418374
"16" -8.50941768850053 -6.74948460160076 10.5111995266052 8.73225877734729 -9.49989679751035
"17" -2.30731753183422 -39.2280962392551 -38.2450943438183 -11.6521451255863 5.26778387860379
"18" 3.51760100977901 4.54807250789857 41.4677045772766 0.991118723330141 -12.140934056478
"19" 9.70476774558539 -18.5498435782544 -15.7701725579718 4.0306624082735 9.47310634437588
"20" -3.95273296638095 -7.36300721494202 -3.81841362812317 16.1326663912859 -23.4501168696724
"21" 8.22966664916187 -14.3814874392922 14.8550915982999 -15.9409743799434 3.73034502842164
"22" 8.22966664916187 -14.3814874392922 14.8550915982999 -15.9409743799434 3.73034502842164
"23" 29.2192094206974 24.8387315581351 -5.55642078955097 -13.0882836343226 -12.7658248663656
"24" 30.9810979665557 13.9031524015328 2.44842224053415 0.709634398556619 -54.1607403435764
"25" -57.1993115348529 1.69541664375897 28.0356674119822 30.2569312801106 6.59679624659061
"26" -38.3867447551347 24.8155147930064 -8.7882381602987 -4.26930610849393 -13.9737054725762
"27" -14.049227886655 -10.633848529275 -55.2169250700671 -17.8672148581963 -25.7663524373432
"28" -19.0552266279458 9.2583078968658 -11.5340648602369 -50.5790945928282 17.5364479867164
"29" 10.3456021149004 10.6420146252142 -7.62050267630076 26.0288964087944 5.44559154135918
"30" 15.723221169683 16.3587925610174 -13.6304500077585 -16.9402765067063 -14.297391320462
"31" -23.7916025703873 6.51241388317736 -20.0238957382554 6.50826772077312 -7.85529910132347
"32" -63.7085803587564 22.1357001271508 -6.79198086039482 -7.53561207908728 27.5216239634941
"33" -39.416942767386 12.1524235651637 5.05654046942453 -5.37026543868283 -2.42758550000834
"34" -39.0939032678292 11.3324168628426 1.72410030148941 -22.1947107942006 -1.37859641046371
"35" -40.2656773215328 27.3278417043722 -1.4337989651467 18.9169872744332 -30.8571944718703
"36" -42.7321652719752 -2.98441478278138 19.1366612005963 -23.0772155917652 -0.778120236901499
"37" -30.4366598751427 31.084995657171 -9.4866722090272 7.81072152956726 -3.51864287158913
"38" -33.3925960764922 -5.85193993835302 23.1453400021227 -3.9848792403112 36.2231133418042
"39" 8.22966664916187 -14.3814874392922 14.8550915982999 -15.9409743799434 3.73034502842164
"40" 8.22966664916187 -14.3814874392922 14.8550915982999 -15.9409743799434 3.73034502842164
"41" 8.22966664916187 -14.3814874392922 14.8550915982999 -15.9409743799434 3.73034502842164
"42" 8.22966664916187 -14.3814874392922 14.8550915982999 -15.9409743799434 3.73034502842164
"43" 8.22966664916187 -14.3814874392922 14.8550915982999 -15.9409743799434 3.73034502842164
