"V1" "V2" "V3" "V4" "V5" "V6"
"1" 22.5705131491167 36.2511779946003 29.2699247854659 10.1427809787135 -16.2447286714525 6.58535187135671
"2" 16.3947561276436 -9.52144338666506 1.12204160727734 -21.1496522576174 -3.71483565451797 -13.0324811651988
"3" 38.1508103522614 31.8029145055113 -17.8656259932493 22.2093701282717 -3.19824009120155 12.1111668293207
"4" -42.0577071114895 2.05393036551731 1.08421054918463 -73.2983678852982 -21.260211906174 -9.10985901016649
"5" 62.8046322855128 43.0629439477766 -5.72711216892355 -3.87719615964101 -22.5052757541409 9.56305955570122
"6" 51.0929821420847 12.9001864179547 -7.28735896732842 -27.3146194705618 27.5368109374645 1.01225644747864
"7" 24.4217936963036 0.670720965565015 8.69868616985087 11.7199101615928 26.465410965421 -29.8617186343754
"8" -2.15080017575781 2.60224549139352 17.6482800879795 -25.55703611655 -15.650457032415 0.23970718639101
"9" -14.7475441313112 23.5633431893785 42.8772116934197 1.12253783391313 0.921191459512275 -5.17805158950034
"10" -2.18950160261838 -14.2435313097291 24.8133025797766 -5.14058679492411 24.9949480038912 -1.57809538341831
"11" 82.9681678578516 2.58726429234649 -1.16074552073186 -15.3905547216989 10.9408875285314 5.31066301806936
"12" 14.3464650134036 28.2613512818036 26.3119893697676 8.68869339593969 17.5448614666348 10.5834616781048
"13" 15.0775134789346 44.0602848643604 -7.19139133159092 -1.31644116200484 23.5036197287583 20.3562457141824
"14" -39.1237454141459 49.7348630807891 1.87678611834938 -55.3992923216732 12.3238308888647 -17.8261232349357
"15" -10.2906378218593 15.5918005403841 1.33639189442656 -11.2542002651653 -12.9708891559851 -0.957195204260817
"16" 9.48240806884258 0.428829238712746 -19.4188250319366 8.01215030134799 -8.29524337004357 -36.8813944248683
"17" 0.697106424933831 -22.0743661428774 52.7695981565482 22.5103734580329 34.5060745400365 -27.2194433688794
"18" 38.0632976507718 -35.405358315874 -46.2763144170919 -11.3558999817194 8.14239638567049 18.3234503760279
"19" 26.3855830121075 -8.83561801809662 10.9729120090717 14.1655227452276 13.738679695303 -15.4065513487864
"20" 14.4185386235314 -1.18364228726829 -26.3344672635716 32.2635542348803 -25.5644271329873 -26.0060859400365
"21" 6.74322628655198 -31.6932440154187 5.1014889472304 -0.36169648195471 -12.8653326110142 -2.48735362776016
"22" 6.74322628655198 -31.6932440154187 5.1014889472304 -0.36169648195471 -12.8653326110142 -2.48735362776016
"23" 24.6785417424224 7.02677275964722 -8.48352932768137 -0.461754706826922 -6.20375943723541 18.2170165799358
"24" 31.7042244276467 -18.7185567898261 13.7783518632875 -14.4706217265372 -15.7380554703131 13.6609838531379
"25" -43.1466117625784 22.1444735195278 -39.1003550366101 -4.32390124266339 8.31729387811917 -20.2845520069866
"26" -38.247517275388 -3.1105215887437 -29.9570121625655 -11.4696057427503 8.15971719245321 20.0214900235499
"27" -55.9116527024012 -1.52146265893234 26.7126184221499 2.96599945710381 -29.6056632630004 14.9415275574654
"28" -29.3044859664868 8.69251409035385 14.5926513254758 33.5589813189408 -7.83298677447016 12.3794809474995
"29" 19.3955916953766 40.6895957893699 -8.60491178812373 15.5185717603871 -16.2873243780388 -12.4427476010719
"30" 22.3885957740042 -9.44276000855277 -21.4059840280775 17.2962275723398 -10.6995702271809 13.9815112255338
"31" -19.9223532418621 -14.3703488251324 12.6449052246991 8.38957461751355 21.6681692523135 30.0665096314561
"32" -43.7695902952782 5.85134299564338 27.5664685124895 4.43032434893995 5.81964517756165 27.1440591235465
"33" -36.9465245309338 -0.668373707415702 -6.81268139086541 5.50929638965364 0.410456573672522 12.8098184794098
"34" -42.5451538343355 12.3265612705796 -12.9618735913458 41.3013710022973 14.4265461139547 -1.61026525661021
"35" -48.3576959589046 27.4422624385868 -20.2595756180199 27.3989649578903 -17.8251035670683 -20.1256762654055
"36" -47.7403732995647 -18.9042200875082 -18.5458563541316 5.86399817174193 -5.85786327795827 7.61868234423092
"37" -26.3634703390477 -12.4245726758007 -35.2228766204083 5.61931235446485 32.8414195767562 14.7390151099682
"38" -19.4287400646506 -25.4678951294491 -17.1702563875793 -14.3759092598774 37.2500040763632 -14.733741723545
"39" 6.74322628655198 -31.6932440154187 5.1014889472304 -0.36169648195471 -12.8653326110142 -2.48735362776016
"40" 6.74322628655198 -31.6932440154187 5.1014889472304 -0.36169648195471 -12.8653326110142 -2.48735362776016
"41" 6.74322628655198 -31.6932440154187 5.1014889472304 -0.36169648195471 -12.8653326110142 -2.48735362776016
"42" 6.74322628655198 -31.6932440154187 5.1014889472304 -0.36169648195471 -12.8653326110142 -2.48735362776016
"43" 6.74322628655198 -31.6932440154187 5.1014889472304 -0.36169648195471 -12.8653326110142 -2.48735362776016
